imdbID,Title,Year,Cast,Meter,Metacritic,AdjBoxOffice,LeadActor,Gender
tt0955308,Robin Hood,2010,"Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt",43,53,"$114,766,399",Russell Crowe,m
tt1951261,The Hangover Part III,2013,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",19,30,"$114,580,850",Bradley Cooper,m
tt1411704,Hop,2011,"James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria",25,41,"$114,234,453",James Marsden,m
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Georgie Henley, Skandar Keynes, Ben Barnes, Will Poulter",49,53,"$113,893,650",Georgie Henley,m
tt0373051,Journey to the Center of the Earth,2008,"Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers",61,57,"$112,402,621",Brendan Fraser,m
tt1320253,The Expendables,2010,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",41,45,"$112,366,341",Sylvester Stallone,m
tt0230011,Atlantis: The Lost Empire,2001,"Michael J. Fox, Corey Burton, James Garner, Claudia Christian",49,52,"$112,340,928",Michael J. Fox,m
tt0859163,The Mummy: Tomb of the Dragon Emperor,2008,"Brendan Fraser, Jet Li, Maria Bello, John Hannah",12,31,"$112,292,097",Brendan Fraser,m
tt0396555,Meet the Robinsons,2007,"Angela Bassett, Daniel Hansen, Jordan Fry, Matthew Josten",66,61,"$112,101,122",Angela Bassett,f
tt0864835,Mr. Peabody & Sherman,2014,"Ty Burrell, Max Charles, Lauri Fraser, Guillaume Aretos",79,59,"$112,061,626",Ty Burrell,m
tt1059786,Eagle Eye,2008,"Shia LaBeouf, Michelle Monaghan, Rosario Dawson, Michael Chiklis",26,43,"$111,739,478",Shia LaBeouf,m
tt0335438,Starsky & Hutch,2004,"Ben Stiller, Owen Wilson, Snoop Dogg, Fred Williamson",64,55,"$111,077,140",Ben Stiller,m
tt0488639,Starsky & Hutch: A Last Look,2004,"Jason Bateman, Stuart Cornfeld, Snoop Dogg, Carmen Electra",64,NA,"$111,077,140",Jason Bateman,m
tt0838283,Step Brothers,2008,"Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins",55,51,"$111,076,336",Will Ferrell,m
tt0343135,Along Came Polly,2004,"Ben Stiller, Jennifer Aniston, Philip Seymour Hoffman, Debra Messing",25,44,"$110,699,326",Ben Stiller,m
tt0960144,You Don't Mess with the Zohan,2008,"Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson",38,54,"$110,523,717",Adam Sandler,m
tt3152624,Trainwreck,2015,"Colin Quinn, Devin Fabry, Carla Oudin, Amy Schumer",85,75,"$110,423,222",Colin Quinn,m
tt3076658,Creed,2015,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad",94,82,"$110,122,068",Michael B. Jordan,m
tt0328880,Brother Bear,2003,"Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis",38,48,"$110,031,987",Joaquin Phoenix,m
tt1778304,Paranormal Activity 3,2011,"Lauren Bittner, Christopher Nicholas Smith, Chloe Csengery, Jessica Tyler Brown",68,59,"$110,003,547",Lauren Bittner,m
tt0848537,Epic,2013,"Blake Anderson, Aziz Ansari, Allison Bills, Jim Conroy",64,52,"$109,781,117",Blake Anderson,m
tt1231583,Due Date,2010,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx",40,51,"$109,529,909",Robert Downey Jr.,m
tt1535109,Captain Phillips,2013,"Tom Hanks, Catherine Keener, Barkhad Abdi, Barkhad Abdirahman",93,83,"$109,372,629",Tom Hanks,m
tt0477051,Norbit,2007,"Eddie Murphy, Thandie Newton, Terry Crews, Clifton Powell",9,27,"$109,347,359",Eddie Murphy,m
tt1302067,Yogi Bear,2010,"Dan Aykroyd, Justin Timberlake, Anna Faris, Tom Cavanagh",13,35,"$109,311,722",Dan Aykroyd,m
tt0408790,Flightplan,2005,"Jodie Foster, Peter Sarsgaard, Sean Bean, Kate Beahan",38,53,"$109,165,929",Jodie Foster,f
tt1564367,Just Go with It,2011,"Adam Sandler, Jennifer Aniston, Nicole Kidman, Nick Swardson",19,33,"$108,945,821",Adam Sandler,m
tt0268397,Jimmy Neutron: Boy Genius,2001,"Megan Cavanaugh, Mark DeCarlo, Debi Derryberry, Jeffrey Garcia",75,65,"$108,712,692",Megan Cavanaugh,f
tt1568346,The Girl with the Dragon Tattoo,2011,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård",86,71,"$108,416,958",Daniel Craig,m
tt0377092,Mean Girls,2004,"Lindsay Lohan, Rachel McAdams, Tina Fey, Tim Meadows",83,66,"$108,306,508",Lindsay Lohan,m
tt0187738,Blade II,2002,"Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela",57,52,"$107,931,122",Wesley Snipes,m
tt1068680,Yes Man,2008,"Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins",46,46,"$107,871,148",Jim Carrey,m
tt1279935,Date Night,2010,"Steve Carell, Tina Fey, Mark Wahlberg, Taraji P. Henson",67,56,"$107,675,319",Steve Carell,m
tt1397514,Journey 2: The Mysterious Island,2012,"Dwayne Johnson, Michael Caine, Josh Hutcherson, Luis Guzmán",42,41,"$107,557,234",Dwayne Johnson,m
tt1152836,Public Enemies,2009,"David Wenham, Christian Stolte, Jason Clarke, Johnny Depp",68,70,"$107,552,559",David Wenham,m
tt0345950,The SpongeBob SquarePants Movie,2004,"Tom Kenny, Clancy Brown, Rodger Bumpass, Bill Fagerbakke",68,66,"$107,550,881",Tom Kenny,m
tt0825232,The Bucket List,2007,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd",41,42,"$107,282,036",Jack Nicholson,m
tt0281373,Snow Dogs,2002,"Cuba Gooding Jr., James Coburn, Sisqó, Nichelle Nichols",24,29,"$107,269,779",Cuba Gooding Jr.,m
