imdbID,Title,Year,Cast,Meter,Metacritic,AdjBoxOffice,LeadActor,Gender
tt2097298,"McFarland, USA",2015,"Kevin Costner, Ramiro Rodriguez, Carlos Pratts, Johnny Ortiz",80,60,"$44,671,212",Kevin Costner,m
tt0306685,Cradle 2 the Grave,2003,"Jet Li, DMX, Anthony Anderson, Kelly Hu",26,36,"$44,607,562",Jet Li,m
tt0762121,The Nativity Story,2006,"Keisha Castle-Hughes, Oscar Isaac, Hiam Abbass, Shaun Toub",38,52,"$44,380,716",Keisha Castle-Hughes,f
tt0328099,Malibu's Most Wanted,2003,"Jamie Kennedy, Taye Diggs, Anthony Anderson, Regina Hall",31,43,"$44,348,967",Jamie Kennedy,m
tt0388500,Beauty Shop,2005,"Queen Latifah, Alicia Silverstone, Andie MacDowell, Alfre Woodard",37,53,"$44,226,821",Queen Latifah,f
tt0269347,The Hunted,2003,"Tommy Lee Jones, Benicio Del Toro, Connie Nielsen, Leslie Stefanson",29,40,"$44,219,670",Tommy Lee Jones,m
tt0340855,Monster,2003,"Charlize Theron, Christina Ricci, Bruce Dern, Lee Tergesen",82,74,"$44,219,670",Charlize Theron,f
tt1034331,Righteous Kill,2008,"Robert De Niro, Al Pacino, 50 Cent, Carla Gugino",19,36,"$44,209,487",Robert De Niro,m
tt0457430,Pan's Labyrinth,2006,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones",95,98,"$44,144,648",Ivana Baquero,f
tt0483726,Man of the Year,2006,"Robin Williams, Christopher Walken, Laura Linney, Lewis Black",21,39,"$44,144,648",Robin Williams,m
tt0405469,The Wild,2006,"Kiefer Sutherland, James Belushi, Eddie Izzard, Janeane Garofalo",20,47,"$44,026,614",Kiefer Sutherland,m
tt2193418,Hammer of the Gods,2013,"Charlie Bewley, Clive Standen, James Cosmo, Elliot Cowan",30,NA,"$43,912,446",Charlie Bewley,m
tt2278668,Triumph of the Wall,2013,"Paul Drouin, Chris Overing, Scott Ryan, Bill Stone",NA,NA,"$43,912,446",Paul Drouin,m
tt1038686,Legion,2010,"Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki",19,32,"$43,855,601",Paul Bettany,m
tt1855325,Resident Evil: Retribution,2012,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer",30,39,"$43,831,127",Milla Jovovich,f
tt0486655,Stardust,2007,"Ian McKellen, Bimbo Hart, Alastair MacIntosh, David Kelly",76,66,"$43,830,735",Ian McKellen,m
tt2369135,Need for Speed,2014,"Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi",22,39,"$43,819,613",Aaron Paul,m
tt0882977,Snitch,2013,"Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon",56,51,"$43,810,325",Dwayne Johnson,m
tt0181875,Almost Famous,2000,"Billy Crudup, Frances McDormand, Kate Hudson, Jason Lee",88,90,"$43,798,007",Billy Crudup,m
tt0398017,Derailed,2005,"Vincent Cassel, Clive Owen, Addison Timlin, Melissa George",20,40,"$43,739,474",Vincent Cassel,m
tt0250720,See Spot Run,2001,"David Arquette, Michael Clarke Duncan, Leslie Bibb, Joe Viterelli",23,24,"$43,673,207",David Arquette,m
tt0293815,Friday After Next,2002,"Ice Cube, Mike Epps, John Witherspoon, Don 'D.C.' Curry",26,35,"$43,648,615",Ice Cube,m
tt1503777,Illégal,2010,"Anne Coesens, Alexandre Gontcharov, Milo Masset-Depasse, Natalia Belokonskaya",70,54,"$43,637,414",Anne Coesens,f
tt0399201,The Island,2005,"Ewan McGregor, Scarlett Johansson, Djimon Hounsou, Sean Bean",40,50,"$43,617,637",Ewan McGregor,m
tt0450232,16 Blocks,2006,"Bruce Willis, Yasiin Bey, David Morse, Jenna Stern",55,63,"$43,554,479",Bruce Willis,m
tt0758774,Body of Lies,2008,"Leonardo DiCaprio, Russell Crowe, Mark Strong, Golshifteh Farahani",54,57,"$43,546,344",Leonardo DiCaprio,m
tt0132245,Driven,2001,"Sylvester Stallone, Burt Reynolds, Kip Pardue, Stacy Edwards",14,29,"$43,538,828",Sylvester Stallone,m
tt1259521,The Cabin in the Woods,2012,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz",92,72,"$43,520,268",Kristen Connolly,f
tt0285531,Dreamcatcher,2003,"Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis",30,35,"$43,443,886",Morgan Freeman,m
tt0947802,Lakeview Terrace,2008,"Samuel L. Jackson, Patrick Wilson, Kerry Washington, Ron Glass",45,47,"$43,435,821",Samuel L. Jackson,m
tt1124035,The Ides of March,2011,"Ryan Gosling, George Clooney, Philip Seymour Hoffman, Paul Giamatti",85,67,"$43,366,783",Ryan Gosling,m
tt0346491,Alexander,2004,"Anthony Hopkins, David Bedella, Jessie Kamm, Angelina Jolie",16,39,"$43,196,665",Anthony Hopkins,m
tt3505754,The Night Before,2015,"David Faustino, Anna Hutchison, Colin Egglesfield, Drew Fuller",67,NA,"$43,165,441",David Faustino,m
tt0228750,Proof of Life,2000,"Meg Ryan, Russell Crowe, David Morse, Pamela Reed",40,45,"$43,107,187",Meg Ryan,f
tt0253474,The Pianist,2002,"Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard",96,85,"$42,987,272",Adrien Brody,m
tt1126591,Burlesque,2010,"Cher, Christina Aguilera, Eric Dane, Cam Gigandet",36,47,"$42,982,852",Cher,f
tt0338013,Eternal Sunshine of the Spotless Mind,2004,"Jim Carrey, Kate Winslet, Gerry Robert Byrne, Elijah Wood",93,89,"$42,944,789",Jim Carrey,m
tt1411250,Riddick,2013,"Vin Diesel, Jordi Mollà, Matt Nable, Katee Sackhoff",58,49,"$42,891,227",Vin Diesel,m
tt3369806,Max,2015,"Thomas Haden Church, Josh Wiggins, Luke Kleintank, Lauren Graham",35,47,"$42,864,287",Thomas Haden Church,m
tt3850590,Krampus,2015,"Emjay Anthony, Adam Scott, Toni Collette, Stefania LaVie Owen",64,49,"$42,864,287",Emjay Anthony,m
tt0286499,Bend It Like Beckham,2002,"Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers, Anupam Kher",85,66,"$42,855,004",Parminder Nagra,f
tt0384793,Accepted,2006,"Justin Long, Jonah Hill, Adam Herschman, Columbus Short",37,47,"$42,846,276",Justin Long,m
tt0376541,Closer,2004,"Julia Roberts, Jude Law, Natalie Portman, Clive Owen",68,65,"$42,818,852",Julia Roberts,f
tt2557490,A Million Ways to Die in the West,2014,"Seth MacFarlane, Charlize Theron, Amanda Seyfried, Liam Neeson",33,44,"$42,814,576",Seth MacFarlane,m
tt1655441,The Age of Adaline,2015,"Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn",55,51,"$42,763,902",Blake Lively,m
tt0443632,The Sentinel,2006,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan",33,49,"$42,728,242",Michael Douglas,m
tt0986263,Surrogates,2009,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe",39,45,"$42,688,386",Bruce Willis,m
tt0267891,The Ringer,2005,"Johnny Knoxville, Brian Cox, Katherine Heigl, Jed Rees",40,46,"$42,642,941",Johnny Knoxville,m
tt1586265,What to Expect When You're Expecting,2012,"Cameron Diaz, Jennifer Lopez, Elizabeth Banks, Chace Crawford",22,41,"$42,587,691",Cameron Diaz,f
tt0993842,Hanna,2011,"Saoirse Ronan, Eric Bana, Vicky Krieps, Cate Blanchett",71,65,"$42,520,602",Saoirse Ronan,f
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,"Michael Keaton, Emma Stone, Kenny Chin, Jamahl Garrison-Lowe",91,88,"$42,513,065",Michael Keaton,m
tt1855199,End of Watch,2012,"Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick",85,68,"$42,484,071",Jake Gyllenhaal,m
tt1263670,Crazy Heart,2009,"Jeff Bridges, James Keane, Anna Felix, Paul Herman",91,83,"$42,466,629",Jeff Bridges,m
tt0289848,Analyze That,2002,"Robert De Niro, Billy Crystal, Lisa Kudrow, Joe Viterelli",27,37,"$42,458,198",Robert De Niro,m
tt0330793,The Punisher,2004,"A. Russell Andrews, Omar Avila, James Carpinello, Mark Collie",29,33,"$42,441,038",A. Russell Andrews,m
tt0173840,Final Fantasy: The Spirits Within,2001,"Ming-Na Wen, Alec Baldwin, Ving Rhames, Steve Buscemi",44,49,"$42,329,416",Ming-Na Wen,f
tt1186367,Ninja Assassin,2009,"Rain, Joon Lee, Jonathan Chan-Pensley, Ill-Young Kim",26,34,"$42,244,871",Rain,m
tt0408839,The Heartbreak Kid,2007,"Ben Stiller, Malin Akerman, Michelle Monaghan, Jerry Stiller",29,46,"$42,224,373",Ben Stiller,m
tt0476964,The Brave One,2007,"Jodie Foster, Terrence Howard, Nicky Katt, Naveen Andrews",43,56,"$42,224,373",Jodie Foster,f
tt1073498,Meet the Spartans,2008,"Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo",2,9,"$42,220,060",Sean Maguire,m
tt2978462,Dolphin Tale 2,2014,"Morgan Freeman, Ashley Judd, Harry Connick Jr., Kris Kristofferson",67,58,"$42,211,554",Morgan Freeman,m
tt0340163,Hostage,2005,"Bruce Willis, Kevin Pollak, Jimmy Bennett, Michelle Horn",35,44,"$42,155,593",Bruce Willis,m
tt0481536,Harold & Kumar Escape from Guantanamo Bay,2008,"John Cho, Kal Penn, Rob Corddry, Jack Conley",53,57,"$42,109,536",John Cho,m
tt0285742,Monster's Ball,2001,"Billy Bob Thornton, Halle Berry, Taylor Simpson, Gabrielle Witcher",85,69,"$42,060,658",Billy Bob Thornton,m
tt0475394,Smokin' Aces,2006,"Ryan Reynolds, Ray Liotta, Joseph Ruskin, Alex Rocco",29,45,"$42,020,039",Ryan Reynolds,m
tt0146984,The Legend of Bagger Vance,2000,"Will Smith, Matt Damon, Charlize Theron, Bruce McGill",43,47,"$42,001,874",Will Smith,m
tt0278488,How High,2001,"Method Man, Redman, Obba Babatundé, Mike Epps",27,29,"$41,926,279",Method Man,m
tt0463998,Freedom Writers,2007,"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton",69,64,"$41,880,153",Hilary Swank,m
tt0161083,What's the Worst That Could Happen?,2001,"Martin Lawrence, Danny DeVito, John Leguizamo, Glenne Headly",10,37,"$41,791,900",Martin Lawrence,m
tt0455407,The Crazies,2010,"Timothy Olyphant, Radha Mitchell, Joe Anderson, Danielle Panabaker",71,55,"$41,673,730",Timothy Olyphant,m
tt0416212,The Secret Life of Bees,2008,"Dakota Fanning, Queen Latifah, Jennifer Hudson, Alicia Keys",58,57,"$41,667,441",Dakota Fanning,f
tt0206634,Children of Men,2006,"Clive Owen, Juan Gabriel Yacuzzi, Michael Caine, Mishal Husain",92,84,"$41,665,938",Clive Owen,m
tt0208092,Snatch.,2000,"Benicio Del Toro, Dennis Farina, Vinnie Jones, Brad Pitt",73,55,"$41,587,382",Benicio Del Toro,m
tt1057500,Invictus,2009,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng",76,74,"$41,468,718",Morgan Freeman,m
tt1536019,Invicta,2009,"Matt Tramel, Jessica Gardner, Sam Damon, Dawn Erin",76,NA,"$41,468,718",Matt Tramel,m
tt0790604,Deck the Halls,2006,"Danny DeVito, Matthew Broderick, Kristin Davis, Kristin Chenoweth",6,28,"$41,429,870",Danny DeVito,m
tt0282209,Darkness Falls,2003,"Chaney Kley, Emma Caulfield, Lee Cormie, Grant Piro",9,23,"$41,375,130",Chaney Kley,m
tt0120681,From Hell,2001,"Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane",57,54,"$41,254,383",Johnny Depp,m
tt0491152,Something Borrowed,2011,"Ginnifer Goodwin, Kate Hudson, Colin Egglesfield, John Krasinski",15,36,"$41,251,330",Ginnifer Goodwin,f
tt0372588,Team America: World Police,2004,"Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo",77,64,"$41,181,660",Trey Parker,m
tt1405500,For Colored Girls,2010,"Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton",32,50,"$41,128,262",Kimberly Elise,f
tt0364045,Taking Lives,2004,"Angelina Jolie, Ethan Hawke, Kiefer Sutherland, Gena Rowlands",22,38,"$41,055,722",Angelina Jolie,f
tt0473705,State of Play,2009,"Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren",84,64,"$41,025,202",Russell Crowe,m
tt0446046,Take the Lead,2006,"Antonio Banderas, Rob Brown, Yaya DaCosta, Alfre Woodard",44,55,"$40,957,735",Antonio Banderas,m
tt0387131,The Constant Gardener,2005,"Ralph Fiennes, Rachel Weisz, Hubert Koundé, Danny Huston",84,82,"$40,937,223",Ralph Fiennes,m
tt1212436,The Back-up Plan,2010,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen",18,34,"$40,910,075",Jennifer Lopez,f
tt1142798,The Family That Preys,2008,"Alfre Woodard, Sanaa Lathan, Rockmond Dunbar, KaDee Strickland",51,49,"$40,893,775",Alfre Woodard,f
tt2243537,A Haunted House,2013,"Marlon Wayans, Marlene Forte, Essence Atkins, David Koechner",10,20,"$40,848,787",Marlon Wayans,m
tt0160009,The Art of War,2000,"Wesley Snipes, Anne Archer, Maury Chaykin, Marie Matiko",16,30,"$40,758,398",Wesley Snipes,m
tt1517489,Spy Kids: All the Time in the World in 4D,2011,"Jessica Alba, Joel McHale, Rowan Blanchard, Mason Cook",22,37,"$40,722,467",Jessica Alba,f
tt0472198,Notorious,2009,"Jamal Woolard, Mohamed Dione, Derek Luke, Dennis L.A. White",51,60,"$40,692,566",Jamal Woolard,m
tt0425430,The Messengers,2007,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett",12,34,"$40,618,011",Kristen Stewart,f
tt1262416,Scream 4,2011,"Lucy Hale, Roger Jackson, Shenae Grimes-Beech, Dane Farwell",59,52,"$40,405,149",Lucy Hale,f
tt0449467,Babel,2006,"Brad Pitt, Cate Blanchett, Mohamed Akhzam, Peter Wight",69,69,"$40,367,566",Brad Pitt,m
tt0337921,Cellular,2004,"Caroline Aaron, Kim Basinger, Brenda Ballard, Will Beinbrink",55,60,"$40,300,096",Caroline Aaron,f
tt0481369,The Number 23,2007,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston",8,NA,"$40,273,791",Jim Carrey,m
tt0418647,Dreamer: Inspired by a True Story,2005,"Kurt Russell, Dakota Fanning, Kris Kristofferson, Elisabeth Shue",64,59,"$40,206,201",Kurt Russell,m
tt0261392,Jay and Silent Bob Strike Back,2001,"Jason Mewes, Kevin Smith, Ben Affleck, Jeff Anderson",53,51,"$40,179,351",Jason Mewes,m
tt0452625,Good Luck Chuck,2007,"Connor Price, Troy Gentile, Mackenzie Mowat, Sasha Pieterse",5,19,"$40,159,051",Connor Price,m
tt1464174,"Big Mommas: Like Father, Like Son",2011,"Martin Lawrence, Brandon T. Jackson, Jessica Lucas, Michelle Ang",5,22,"$40,087,831",Martin Lawrence,m
tt0298814,The Core,2003,"Christopher Shyer, Ray Galletti, Eileen Pedde, Rekha Sharma",41,48,"$40,082,157",Christopher Shyer,m
tt0220506,Halloween: Resurrection,2002,"Jamie Lee Curtis, Brad Loree, Busta Rhymes, Bianca Kajlich",12,19,"$40,077,365",Jamie Lee Curtis,m
tt0238546,Queen of the Damned,2002,"Aaliyah, Stuart Townsend, Marguerite Moreau, Vincent Perez",17,30,"$40,077,365",Aaliyah,f
tt0329143,Halloween: Resurrected,2002,"Jamie Lee Curtis, Busta Rhymes, Bianca Kajlich, Rick Rosenthal",12,NA,"$40,077,365",Jamie Lee Curtis,m
tt1666186,Vampires Suck,2010,"Jenn Proske, Matt Lanter, Diedrich Bader, Chris Riggi",4,18,"$40,037,327",Jenn Proske,f
tt0417148,Snakes on a Plane,2006,"Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard",68,58,"$40,013,464",Samuel L. Jackson,m
tt0388125,In Her Shoes,2005,"Cameron Diaz, Anson Mount, Toni Collette, Richard Burgi",75,60,"$39,962,527",Cameron Diaz,f
tt0337909,Calendar Girls,2003,"Helen Mirren, Julie Walters, John Alderton, Linda Bassett",74,60,"$39,952,860",Helen Mirren,f
tt0280460,The Banger Sisters,2002,"Goldie Hawn, Susan Sarandon, Geoffrey Rush, Erika Christensen",47,48,"$39,945,096",Goldie Hawn,f
tt0452608,Death Race,2008,"Jason Statham, Joan Allen, Ian McShane, Tyrese Gibson",43,43,"$39,899,062",Jason Statham,m
tt1336608,Rock of Ages,2012,"Julianne Hough, Dakota Sage Grant, Matthew Rush Sullivan, Diego Boneta",41,47,"$39,893,579",Julianne Hough,f
tt1486185,Red Riding Hood,2011,"Amanda Seyfried, Gary Oldman, Billy Burke, Shiloh Fernandez",10,29,"$39,876,286",Amanda Seyfried,f
tt0259288,Dragonfly,2002,"Kevin Costner, Susanna Thompson, Joe Morton, Ron Rifkin",7,25,"$39,812,828",Kevin Costner,m
tt0280486,Bad Company,2002,"Anthony Hopkins, Chris Rock, Peter Stormare, Gabriel Macht",10,37,"$39,812,828",Anthony Hopkins,m
tt0288477,Ghost Ship,2002,"Gabriel Byrne, Julianna Margulies, Ron Eldard, Desmond Harrington",14,28,"$39,812,828",Gabriel Byrne,m
tt0838232,The Pink Panther 2,2009,"Steve Martin, Jean Reno, Emily Mortimer, Andy Garcia",12,36,"$39,805,534",Steve Martin,m
tt0454945,She's the Man,2006,"Amanda Bynes, Channing Tatum, Laura Ramsey, Vinnie Jones",43,45,"$39,777,397",Amanda Bynes,f
tt0200027,Riding in Cars with Boys,2001,"Drew Barrymore, Steve Zahn, Adam Garcia, Brittany Murphy",49,43,"$39,776,213",Drew Barrymore,f
tt1637688,In Time,2011,"Justin Timberlake, Olivia Wilde, Shyloh Oostwald, Johnny Galecki",36,53,"$39,770,513",Justin Timberlake,m
tt0317132,Because of Winn-Dixie,2005,"AnnaSophia Robb, Jeff Daniels, Cicely Tyson, Dave Matthews",54,54,"$39,718,853",AnnaSophia Robb,f
tt0433400,Just Friends,2005,"Ryan Reynolds, Amy Smart, Anna Faris, Chris Klein",42,47,"$39,718,853",Ryan Reynolds,m
tt0366174,Anacondas: The Hunt for the Blood Orchid,2004,"Johnny Messner, KaDee Strickland, Matthew Marsden, Nicholas Gonzalez",26,40,"$39,670,407",Johnny Messner,m
tt0418689,Flags of Our Fathers,2006,"Ryan Phillippe, Jesse Bradford, Adam Beach, John Benjamin Hickey",73,79,"$39,659,363",Ryan Phillippe,m
tt0401623,Magnificent Desolation: Walking on the Moon 3D,2005,"Tom Hanks, John Corbett, Andrew Husmann, Bryan Cranston",88,71,"$39,597,016",Tom Hanks,m
tt1092026,Paul,2011,"Mia Stallard, Simon Pegg, Nick Frost, Jeremy Owen",71,57,"$39,558,968",Mia Stallard,f
tt0204626,The Watcher,2000,"James Spader, Marisa Tomei, Keanu Reeves, Ernie Hudson",10,22,"$39,514,921",James Spader,m
tt0824747,Changeling,2008,"Angelina Jolie, Gattlin Griffith, Michelle Gunn, Michael Kelly",62,63,"$39,456,967",Angelina Jolie,f
tt1265990,The Roommate,2011,"Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka",4,23,"$39,453,195",Leighton Meester,m
tt1616195,J. Edgar,2011,"Leonardo DiCaprio, Josh Hamilton, Geoff Pierson, Cheryl Lawson",43,59,"$39,453,195",Leonardo DiCaprio,m
tt1640484,Jumping the Broom,2011,"Angela Bassett, Paula Patton, Laz Alonso, Loretta Devine",56,56,"$39,453,195",Angela Bassett,f
tt0374102,Open Water,2003,"Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson",72,63,"$39,435,671",Blanchard Ryan,f
tt1493157,Nature Calls,2012,"Maura Tierney, Patton Oswalt, Johnny Knoxville, Rob Riggle",5,30,"$39,375,480",Maura Tierney,f
tt1622547,30 Minutes or Less,2011,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson",44,49,"$39,241,650",Jesse Eisenberg,m
tt1488555,The Change-Up,2011,"Ryan Reynolds, Jason Bateman, Leslie Mann, Olivia Wilde",25,39,"$39,135,877",Ryan Reynolds,m
tt1335975,47 Ronin,2013,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano",14,28,"$39,112,714",Keanu Reeves,m
tt2183034,Earth to Echo,2014,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt",48,53,"$39,095,939",Teo Halm,m
tt0191133,The Fighting Temptations,2003,"Nigel Washington, Chloe Bailey, Demetress Long, Ann Nesby",42,53,"$39,047,779",Nigel Washington,m
tt0322589,Honey,2003,"Jessica Alba, Mekhi Phifer, Romeo Miller, Joy Bryant",21,37,"$39,047,779",Jessica Alba,f
tt0359517,Johnson Family Vacation,2004,"Cedric the Entertainer, Vanessa Williams, Solange Knowles, Shad Moss",6,29,"$39,040,718",Cedric the Entertainer,m
tt0372532,The Wedding Date,2005,"Debra Messing, Dermot Mulroney, Amy Adams, Jack Davenport",10,32,"$38,987,832",Debra Messing,f
tt0397065,House of Wax,2005,"Elisha Cuthbert, Chad Michael Murray, Brian Van Holt, Paris Hilton",25,41,"$38,987,832",Elisha Cuthbert,m
tt3300542,London Has Fallen,2016,"Alon Aboutboul, Waleed Zuaiter, Adel Bencherif, Mehdi Dehbi",25,28,"$38,900,000",Alon Aboutboul,m
tt1611224,Abraham Lincoln: Vampire Hunter,2012,"Benjamin Walker, Dominic Cooper, Anthony Mackie, Mary Elizabeth Winstead",35,42,"$38,857,382",Benjamin Walker,m
tt1440728,The American,2010,"George Clooney, Irina Björklund, Lars Hjelm, Björn Granath",66,61,"$38,837,298",George Clooney,m
tt0163983,Bless the Child,2000,"Kim Basinger, Jimmy Smits, Holliston Coleman, Rufus Sewell",3,17,"$38,824,101",Kim Basinger,f
tt1657507,Colombiana,2011,"Zoe Saldana, Jordi Mollà, Lennie James, Amandla Stenberg",27,45,"$38,818,559",Zoe Saldana,f
tt2956296,Colombia,2011,"David Kuskie, Zakk Black",27,NA,"$38,818,559",David Kuskie,m
tt2275471,A Perfect Man,2013,"Jeanne Tripplehorn, Liev Schreiber, Joelle Carter, Louise Fletcher",20,31,"$38,806,348",Jeanne Tripplehorn,f
tt1185834,Star Wars: The Clone Wars,2008,"Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker",18,35,"$38,793,824",Matt Lanter,m
tt0329717,Hollywood Homicide,2003,"Harrison Ford, Josh Hartnett, Lena Olin, Bruce Greenwood",30,47,"$38,789,184",Harrison Ford,m
tt1020876,Under the Sea 3D,2009,Jim Carrey,94,77,"$38,696,745",Jim Carrey,m
tt0382992,Stealth,2005,"Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard",13,35,"$38,622,321",Josh Lucas,m
tt0978764,Sucker Punch,2011,"Emily Browning, Abbie Cornish, Jena Malone, Vanessa Hudgens",23,33,"$38,501,241",Emily Browning,f
tt1694020,The Guilt Trip,2012,"Barbra Streisand, Seth Rogen, Julene Renee, Zabryna Guevara",39,50,"$38,442,903",Barbra Streisand,f
tt0433383,"Good Night, and Good Luck.",2005,"Jeff Daniels, David Strathairn, Alex Borstein, Rose Abdoo",93,80,"$38,378,647",Jeff Daniels,m
tt0241760,The New Guy,2002,"DJ Qualls, Eliza Dushku, Zooey Deschanel, Jerod Mixon",7,24,"$38,357,874",DJ Qualls,m
tt0238948,Double Take,2001,"Orlando Jones, Eddie Griffin, Gary Grubbs, Daniel Roebuck",12,25,"$38,298,043",Orlando Jones,m
tt0399146,A History of Violence,2005,"Viggo Mortensen, Maria Bello, Ed Harris, William Hurt",87,81,"$38,256,810",Viggo Mortensen,m
tt1232200,That's My Boy,2012,"Adam Sandler, Andy Samberg, Leighton Meester, Vanilla Ice",20,31,"$38,235,664",Adam Sandler,m
tt0401997,Breach,2007,"Chris Cooper, Ryan Phillippe, Laura Linney, Caroline Dhavernas",84,74,"$37,864,248",Chris Cooper,m
tt0443706,Zodiac,2007,"Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr.",89,78,"$37,864,248",Jake Gyllenhaal,m
tt0976051,The Reader,2008,"Ralph Fiennes, Jeanette Hain, David Kross, Kate Winslet",61,58,"$37,688,587",Ralph Fiennes,m
tt2404311,The Family,2013,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",29,42,"$37,683,006",Robert De Niro,m
tt1583420,Larry Crowne,2011,"Tom Hanks, Sarah Mahoney, Roxana Ortega, Randall Park",35,41,"$37,655,060",Tom Hanks,m
tt0430308,Get Rich or Die Tryin',2005,"50 Cent, Adewale Akinnuoye-Agbaje, Joy Bryant, Omar Benson Miller",16,45,"$37,647,625",50 Cent,m
tt0424823,Balls of Fury,2007,"Dan Fogler, Christopher Walken, George Lopez, Maggie Q",23,38,"$37,634,767",Dan Fogler,m
tt1212450,Lawless,2012,"Shia LaBeouf, Tom Hardy, Jason Clarke, Guy Pearce",67,58,"$37,613,946",Shia LaBeouf,m
tt0881891,All About Steve,2009,"Sandra Bullock, Thomas Haden Church, Bradley Cooper, Ken Jeong",7,17,"$37,477,077",Sandra Bullock,f
tt0283026,Swimfan,2002,"Jesse Bradford, Erika Christensen, Shiri Appleby, Kate Burton",14,29,"$37,431,994",Jesse Bradford,m
tt0305396,The Crocodile Hunter: Collision Course,2002,"Steve Irwin, Terri Irwin, Magda Szubanski, David Wenham",53,50,"$37,431,994",Steve Irwin,m
tt0453451,Mr. Bean's Holiday,2007,"Rowan Atkinson, Steve Pemberton, Lily Atkinson, Preston Nyman",51,56,"$37,405,287",Rowan Atkinson,m
tt0255819,Baby Boy,2001,"Tyrese Gibson, Taraji P. Henson, Omar Gooding, Tamara LaSeon Bass",71,55,"$37,357,390",Tyrese Gibson,m
tt0268995,The Majestic,2001,"Jim Carrey, Bob Balaban, Jeffrey DeMunn, Hal Holbrook",42,27,"$37,223,010",Jim Carrey,m
tt0475276,United 93,2006,"J.J. Johnson, Gary Commock, Polly Adams, Opal Alladin",91,90,"$37,180,653",J.J. Johnson,m
tt0780504,Drive,2011,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",92,78,"$37,126,197",Ryan Gosling,m
tt2083383,Trouble with the Curve,2012,"Clint Eastwood, Chelcie Ross, Raymond Anthony Thomas, Ed Lauter",50,58,"$37,095,847",Clint Eastwood,m
tt1129423,Fireproof,2008,"Kirk Cameron, Erin Bethea, Ken Bevel, Stephen Dervan",40,28,"$37,025,445",Kirk Cameron,m
tt1268799,A Very Harold & Kumar 3D Christmas,2011,"Patton Oswalt, Isabella Gielniak, Kal Penn, Austin Bickel",68,61,"$37,020,424",Patton Oswalt,m
tt1306980,50/50,2011,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",94,72,"$37,020,424",Joseph Gordon-Levitt,m
tt1130080,The Informant!,2009,"Matt Damon, Lucas McHugh Carroll, Eddie Jemison, Rusty Schwimmer",79,66,"$36,922,682",Matt Damon,m
tt1311067,Halloween II,2009,"Sheri Moon Zombie, Chase Wright Vanek, Scout Taylor-Compton, Brad Dourif",19,35,"$36,922,682",Sheri Moon Zombie,f
tt1508698,Unrated: The Movie,2009,"Eleanor James, Eileen Daly, Magdalèna Kalley, Timo Rose",19,NA,"$36,922,682",Eleanor James,f
tt0839980,Semi-Pro,2008,"Will Ferrell, Woody Harrelson, André Benjamin, Maura Tierney",21,47,"$36,914,921",Will Ferrell,m
tt0918927,Doubt,2008,"Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis",78,68,"$36,914,921",Meryl Streep,f
tt0361467,Confessions of a Teenage Drama Queen,2004,"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill",13,33,"$36,773,837",Lindsay Lohan,m
