"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Wisconsin"	"55"	"2007"	"2007"	"Heroin"	"T40.1"	37	5610775	0.7
	"Wisconsin"	"55"	"2008"	"2008"	"Heroin"	"T40.1"	70	5640996	1.2
	"Wisconsin"	"55"	"2009"	"2009"	"Heroin"	"T40.1"	77	5669264	1.4
	"Wisconsin"	"55"	"2010"	"2010"	"Heroin"	"T40.1"	92	5686986	1.6
	"Wisconsin"	"55"	"2011"	"2011"	"Heroin"	"T40.1"	135	5711767	2.4
	"Wisconsin"	"55"	"2012"	"2012"	"Heroin"	"T40.1"	187	5726398	3.3
	"Wisconsin"	"55"	"2013"	"2013"	"Heroin"	"T40.1"	233	5742713	4.1
	"Wisconsin"	"55"	"2014"	"2014"	"Heroin"	"T40.1"	271	5757564	4.7
	"Wisconsin"	"55"	"2015"	"2015"	"Heroin"	"T40.1"	290	5771337	5.0
	"Wyoming"	"56"	"2014"	"2014"	"Heroin"	"T40.1"	10	584153	Unreliable
